,team_member_id,department,years_employeed,employee_level,team_leader,access_level
21584,21584,IT,7,senior,0,level_3
3062,3062,N/A,3,,0,N/A
13162,13162,Human Resources,1,senior,0,
9127,9127,Customer Support,1,associate,0,
23004,23004,Product Management,2,,0,
21435,21435,,7,associate,0,level_1
26620,26620,Product Management,6,specialist,0,
3920,3920,,9,senior,0,level_4
22374,22374,Data Science,7,senior,0,
8021,8021,IT,9,,0,level_4
17527,17527,N/A,3,N/A,1,level_3
23580,23580,Operation Research,3,N/A,0,N/A
2459,2459,Human Resources,9,associate,1,level_5
2775,2775,,4,senior,0,level_2
1141,1141,,7,associate,0,level_4
4674,4674,,9,associate,0,level_3
3181,3181,Human Resources,7,specialist,1,level_4
17922,17922,N/A,2,N/A,0,level_2
51,51,N/A,2,senior,0,
5944,5944,Customer Support,5,associate,0,level_1
10386,10386,N/A,1,,0,level_1
8298,8298,,0,specialist,0,level_1
26660,26660,Customer Support,3,N/A,0,level_5
27819,27819,Data Science,3,,0,level_1
14079,14079,IT,7,senior,0,level_3
16288,16288,N/A,0,junior,1,level_3
8359,8359,N/A,5,specialist,1,level_1
18935,18935,Operation Research,7,associate,0,level_3
16342,16342,Operation Research,2,N/A,0,level_4
1367,1367,Human Resources,0,N/A,0,level_2
3771,3771,,5,N/A,0,level_3
5673,5673,Operation Research,8,,0,N/A
18039,18039,Operation Research,9,specialist,0,
18758,18758,Data Science,8,N/A,0,level_2
2968,2968,Data Science,2,,0,level_1
25392,25392,N/A,5,N/A,0,level_4
14853,14853,Data Science,6,specialist,0,level_5
19448,19448,Operation Research,0,junior,0,level_1
25125,25125,Operation Research,2,N/A,0,level_1
11234,11234,IT,1,junior,0,level_1
12899,12899,IT,8,,0,level_1
14900,14900,Customer Support,0,junior,0,level_1
12626,12626,,2,associate,0,level_3
4220,4220,Customer Support,7,senior,0,N/A
7676,7676,Product Management,0,N/A,0,level_5
12362,12362,Data Science,5,,1,level_4
14772,14772,Customer Support,6,specialist,1,level_3
20705,20705,N/A,2,junior,0,level_4
27766,27766,IT,0,,0,level_2
15980,15980,IT,0,junior,0,N/A
55,55,IT,3,associate,0,
8120,8120,Data Science,6,senior,0,N/A
29963,29963,Customer Support,7,associate,0,level_3
24252,24252,Operation Research,4,specialist,0,level_2
17784,17784,Human Resources,2,N/A,0,
28470,28470,N/A,1,junior,0,level_3
2432,2432,IT,4,,0,level_2
26476,26476,Product Management,999,specialist,0,level_3
10349,10349,Operation Research,1,N/A,0,N/A
28018,28018,N/A,4,associate,0,level_4
18563,18563,,9,junior,0,
24282,24282,Data Science,0,specialist,0,
22150,22150,,0,N/A,0,N/A
9591,9591,,3,associate,0,
11664,11664,,8,N/A,0,level_4
19110,19110,IT,9,associate,1,
13253,13253,IT,1,N/A,0,
23,23,,7,specialist,0,N/A
20995,20995,Customer Support,4,N/A,0,level_1
5499,5499,Customer Support,7,N/A,0,level_3
8707,8707,Operation Research,4,,0,level_1
17884,17884,IT,0,specialist,0,level_4
26847,26847,IT,8,associate,0,level_4
17870,17870,Operation Research,4,associate,0,level_2
5012,5012,Product Management,3,,0,level_3
3472,3472,IT,8,senior,0,
6836,6836,Operation Research,6,senior,0,N/A
24623,24623,Human Resources,4,specialist,0,level_5
28371,28371,Human Resources,6,associate,1,
10562,10562,Product Management,1,specialist,0,level_1
21892,21892,Human Resources,999,specialist,0,N/A
15832,15832,Operation Research,2,specialist,0,level_3
26865,26865,Customer Support,6,N/A,0,level_3
10558,10558,Product Management,9,associate,0,
3240,3240,Operation Research,5,associate,1,level_2
14274,14274,N/A,3,senior,1,level_1
7397,7397,,2,associate,0,
7850,7850,Product Management,9,junior,0,N/A
12735,12735,Customer Support,9,N/A,0,level_3
20850,20850,IT,999,,0,N/A
6316,6316,IT,9,associate,0,level_1
5150,5150,Product Management,3,N/A,1,level_1
26989,26989,Data Science,999,,0,level_2
27716,27716,,7,,0,level_5
2162,2162,N/A,1,junior,0,
23508,23508,,4,N/A,0,level_2
1820,1820,Customer Support,0,specialist,0,level_2
244,244,Operation Research,6,specialist,0,level_4
17219,17219,Customer Support,4,junior,0,
21048,21048,Human Resources,9,,0,N/A
17268,17268,Customer Support,999,junior,0,level_1
4962,4962,Data Science,0,specialist,0,level_5
12809,12809,N/A,2,junior,0,level_3
8229,8229,N/A,5,junior,0,level_5
12051,12051,,2,associate,0,level_3
2374,2374,Product Management,6,,0,level_4
13515,13515,N/A,6,associate,0,N/A
28757,28757,Human Resources,6,,0,level_3
13406,13406,Data Science,5,specialist,0,level_5
3368,3368,,6,junior,0,N/A
15110,15110,Product Management,2,specialist,0,
12261,12261,Data Science,0,associate,0,level_3
15411,15411,Human Resources,6,junior,0,N/A
20864,20864,,6,,0,level_2
25789,25789,Customer Support,0,specialist,0,level_1
11177,11177,Operation Research,8,N/A,0,level_1
19275,19275,Operation Research,-1,specialist,0,level_5
24729,24729,IT,7,associate,0,level_2
22497,22497,IT,8,specialist,1,level_4
7235,7235,,0,N/A,0,level_2
25130,25130,Operation Research,6,specialist,0,level_1
3573,3573,Operation Research,1,senior,0,N/A
5846,5846,,3,specialist,0,level_1
12451,12451,Product Management,6,associate,0,level_4
19707,19707,,0,associate,1,level_1
2824,2824,,9,specialist,0,level_4
22989,22989,Customer Support,7,senior,0,level_2
23235,23235,Operation Research,9,associate,0,level_4
3858,3858,N/A,0,specialist,0,level_5
2993,2993,Product Management,0,specialist,0,
24951,24951,IT,6,specialist,0,level_5
25751,25751,Customer Support,9,junior,0,level_5
2254,2254,N/A,7,associate,0,level_3
13856,13856,Customer Support,3,N/A,0,level_3
14585,14585,Product Management,7,senior,0,N/A
21989,21989,Human Resources,7,specialist,0,level_2
21724,21724,N/A,-1,senior,0,level_2
15428,15428,Product Management,9,associate,1,level_5
11846,11846,,0,senior,0,level_1
22328,22328,Data Science,0,,0,level_4
17156,17156,Operation Research,4,N/A,0,level_2
3607,3607,Product Management,7,junior,0,
28413,28413,Customer Support,6,specialist,0,level_1
27699,27699,Data Science,6,N/A,1,N/A
9123,9123,Product Management,8,N/A,0,level_4
24886,24886,Product Management,1,senior,0,level_1
15906,15906,Operation Research,0,senior,0,level_3
13753,13753,Human Resources,7,N/A,0,level_3
23533,23533,Operation Research,6,senior,1,level_5
15996,15996,Human Resources,2,junior,1,level_2
9312,9312,IT,7,,0,level_3
20782,20782,N/A,2,,0,level_3
18117,18117,Human Resources,2,senior,0,N/A
9873,9873,,0,junior,0,level_2
29360,29360,IT,1,specialist,0,level_4
14993,14993,IT,0,,0,level_4
4350,4350,IT,6,junior,0,level_3
17344,17344,Customer Support,3,junior,0,level_4
18419,18419,Human Resources,1,N/A,0,level_3
18176,18176,Customer Support,4,senior,0,N/A
23063,23063,,0,,1,level_3
20241,20241,Customer Support,4,N/A,0,N/A
23944,23944,Product Management,9,junior,0,level_3
17994,17994,IT,0,,1,level_1
21841,21841,IT,999,junior,0,level_5
28142,28142,N/A,8,specialist,0,N/A
3309,3309,,8,associate,1,level_3
26073,26073,Data Science,8,,1,level_4
10747,10747,Customer Support,9,specialist,0,level_1
8752,8752,Operation Research,6,senior,0,N/A
6850,6850,Customer Support,2,N/A,0,N/A
13790,13790,,2,N/A,0,level_1
21226,21226,N/A,2,junior,0,
6325,6325,,5,associate,0,N/A
21022,21022,,8,N/A,0,level_4
1506,1506,N/A,999,senior,0,level_4
4191,4191,Operation Research,1,N/A,0,
23037,23037,Human Resources,9,N/A,0,level_1
21695,21695,Operation Research,8,junior,0,level_4
27837,27837,Human Resources,6,junior,0,
5829,5829,Customer Support,8,associate,0,level_3
22510,22510,,999,associate,0,N/A
26505,26505,Operation Research,2,,1,level_3
10745,10745,Product Management,0,senior,0,N/A
26420,26420,Operation Research,7,N/A,1,
10554,10554,IT,3,specialist,0,level_4
26045,26045,N/A,4,,0,level_3
6548,6548,Customer Support,1,,0,N/A
28573,28573,Customer Support,0,junior,0,level_5
15829,15829,,7,N/A,0,level_5
1650,1650,Operation Research,8,N/A,0,
6661,6661,,3,N/A,1,level_1
20229,20229,Customer Support,5,junior,0,level_4
6378,6378,Operation Research,999,,0,level_1
20552,20552,Customer Support,7,N/A,0,level_2
13698,13698,N/A,4,specialist,0,N/A
26265,26265,Product Management,-1,N/A,0,level_3
15530,15530,Human Resources,0,junior,0,level_2
11992,11992,IT,2,specialist,0,level_4
4733,4733,Data Science,1,senior,0,level_5
8211,8211,Human Resources,1,junior,1,level_1
15106,15106,IT,7,,1,level_1
18164,18164,Product Management,0,junior,0,level_3
8102,8102,N/A,8,associate,0,level_3
29750,29750,Data Science,1,N/A,0,level_1
7923,7923,,0,associate,0,N/A
21250,21250,Operation Research,9,associate,1,
6394,6394,Product Management,6,junior,0,
11589,11589,Customer Support,0,senior,0,level_5
14401,14401,,8,senior,0,level_5
23499,23499,Operation Research,9,N/A,0,N/A
29929,29929,Data Science,7,junior,0,level_2
19026,19026,Human Resources,8,,0,level_4
10696,10696,Customer Support,4,associate,0,N/A
21054,21054,N/A,2,associate,0,level_1
28744,28744,Customer Support,1,specialist,1,N/A
18141,18141,Data Science,2,junior,0,level_2
18367,18367,Operation Research,1,associate,0,level_4
8839,8839,IT,6,junior,0,N/A
22621,22621,Customer Support,0,N/A,0,N/A
8920,8920,IT,2,specialist,0,level_5
1914,1914,Operation Research,0,junior,0,level_1
17481,17481,Human Resources,0,,1,
23312,23312,Human Resources,0,associate,0,level_5
2104,2104,N/A,6,,0,
3728,3728,Human Resources,6,associate,0,level_1
4122,4122,N/A,9,N/A,0,
5331,5331,Customer Support,999,N/A,0,N/A
943,943,N/A,1,,0,level_3
18585,18585,Operation Research,1,junior,0,level_4
18133,18133,Human Resources,0,specialist,1,level_2
17337,17337,Operation Research,9,senior,1,level_1
8033,8033,,3,junior,0,level_5
15637,15637,Human Resources,6,senior,0,level_2
29305,29305,Customer Support,-1,senior,0,
15266,15266,Human Resources,9,N/A,0,level_3
20439,20439,Data Science,3,associate,0,level_5
22173,22173,Customer Support,999,specialist,0,level_1
19010,19010,Customer Support,4,,0,
23293,23293,,9,,0,level_1
20134,20134,Data Science,8,associate,0,N/A
23028,23028,Data Science,1,associate,0,
29693,29693,Customer Support,7,specialist,0,level_2
25185,25185,Product Management,7,associate,0,level_5
12371,12371,Customer Support,3,senior,0,level_2
7953,7953,Data Science,5,,1,level_4
20806,20806,Product Management,5,associate,0,level_3
11585,11585,Operation Research,2,junior,0,level_5
6640,6640,,5,specialist,0,level_5
5995,5995,,0,associate,0,level_5
22705,22705,,0,specialist,0,level_1
3218,3218,,8,junior,0,level_1
5447,5447,Human Resources,1,N/A,0,level_1
1244,1244,Human Resources,7,associate,1,level_1
18617,18617,Product Management,999,junior,0,N/A
27382,27382,,0,N/A,0,level_4
9704,9704,Product Management,7,specialist,0,level_2
16404,16404,Customer Support,4,associate,0,level_1
8109,8109,Product Management,0,senior,0,level_3
5785,5785,Data Science,7,,0,level_1
16557,16557,Human Resources,2,N/A,0,
2522,2522,Product Management,6,,0,level_3
13502,13502,IT,1,,0,level_5
14934,14934,IT,999,N/A,0,level_4
23842,23842,Human Resources,0,N/A,1,level_3
17239,17239,IT,9,junior,0,level_3
25716,25716,IT,2,specialist,0,N/A
24486,24486,,1,junior,0,level_1
20947,20947,IT,7,associate,0,level_5
16828,16828,N/A,3,N/A,0,level_4
966,966,Human Resources,5,specialist,0,level_3
15907,15907,Operation Research,-1,,0,level_3
18282,18282,Customer Support,6,junior,0,level_1
9876,9876,Operation Research,7,,0,N/A
6983,6983,,4,junior,1,level_4
27951,27951,Product Management,0,junior,0,N/A
24524,24524,Human Resources,3,specialist,0,N/A
108,108,Operation Research,5,junior,0,level_2
7341,7341,Data Science,9,associate,0,level_3
24581,24581,,999,,0,
10901,10901,Data Science,9,senior,0,level_4
15563,15563,Human Resources,-1,,1,level_4
15768,15768,Operation Research,7,junior,0,level_5
7259,7259,Operation Research,2,associate,1,level_4
15258,15258,Operation Research,2,,0,N/A
29611,29611,Operation Research,4,junior,0,
5026,5026,Product Management,4,specialist,0,level_5
27598,27598,Operation Research,6,associate,0,level_3
10248,10248,IT,1,senior,0,level_5
29398,29398,Operation Research,9,N/A,0,level_5
22434,22434,Product Management,9,,0,level_4
3804,3804,IT,1,,0,level_4
22306,22306,,999,specialist,0,
13198,13198,IT,4,N/A,0,
29015,29015,Human Resources,4,senior,0,N/A
667,667,Customer Support,4,,0,level_4
26695,26695,N/A,7,,0,N/A
4987,4987,,5,,0,level_5
12349,12349,Human Resources,7,specialist,0,N/A
2958,2958,N/A,2,junior,0,
13115,13115,N/A,9,senior,0,level_3
416,416,Product Management,-1,senior,0,level_5
6581,6581,Product Management,5,,0,N/A
5825,5825,IT,1,,0,N/A
13343,13343,Operation Research,1,N/A,0,level_5
19059,19059,Data Science,6,,0,level_5
4655,4655,,-1,senior,0,N/A
1168,1168,N/A,9,specialist,0,level_5
25375,25375,Human Resources,9,junior,0,level_3
24642,24642,IT,7,,0,
17230,17230,,0,senior,0,level_3
15285,15285,N/A,1,N/A,0,level_3
10220,10220,Data Science,1,junior,0,level_3
450,450,Customer Support,5,senior,1,level_3
1179,1179,Data Science,6,senior,0,level_5
14599,14599,,1,senior,0,level_5
11338,11338,IT,-1,specialist,0,level_1
9153,9153,Human Resources,4,associate,0,level_4
25625,25625,IT,6,,0,level_1
11148,11148,Operation Research,6,associate,0,level_2
13326,13326,N/A,7,junior,0,level_3
26840,26840,Customer Support,4,junior,0,level_3
910,910,Data Science,1,junior,0,
27059,27059,IT,5,junior,0,level_3
26634,26634,,4,specialist,1,
6664,6664,Operation Research,2,,0,level_3
1066,1066,IT,1,senior,0,
2026,2026,Operation Research,7,senior,1,level_4
15526,15526,Product Management,0,junior,0,level_3
13952,13952,Human Resources,3,associate,0,level_1
4144,4144,Operation Research,9,,0,level_4
6043,6043,Customer Support,4,junior,0,level_1
20977,20977,Human Resources,9,N/A,0,
17077,17077,Human Resources,4,senior,0,level_4
18226,18226,Operation Research,4,,0,
3888,3888,N/A,2,N/A,0,level_2
29375,29375,Operation Research,7,associate,0,level_3
13220,13220,Data Science,8,associate,0,level_2
18181,18181,Product Management,6,junior,1,level_3
6348,6348,,5,specialist,0,level_5
11797,11797,Operation Research,5,senior,0,level_4
6795,6795,IT,-1,N/A,0,level_2
1556,1556,IT,7,senior,1,level_4
7270,7270,Data Science,4,specialist,0,level_3
9647,9647,Customer Support,5,,0,N/A
1666,1666,,2,junior,0,level_3
21338,21338,Customer Support,4,specialist,0,level_4
25268,25268,N/A,2,junior,0,
22313,22313,Operation Research,2,,1,level_2
19593,19593,IT,9,specialist,1,level_2
15595,15595,Customer Support,1,specialist,0,
2256,2256,Data Science,-1,junior,1,level_1
15758,15758,Human Resources,999,senior,0,level_2
23396,23396,IT,2,junior,0,level_5
9150,9150,Product Management,5,,0,
11261,11261,Customer Support,999,junior,0,level_5
3694,3694,Product Management,8,N/A,0,level_4
15168,15168,Human Resources,7,specialist,0,level_5
8586,8586,Human Resources,7,associate,0,N/A
26438,26438,Operation Research,5,specialist,0,N/A
2904,2904,Customer Support,1,senior,1,level_2
28779,28779,Human Resources,5,specialist,0,level_3
23874,23874,Data Science,5,junior,1,level_1
19631,19631,Human Resources,7,associate,0,level_4
22737,22737,,0,,0,level_5
15597,15597,,6,senior,0,level_1
23828,23828,IT,8,junior,0,level_3
15480,15480,N/A,4,N/A,0,
16630,16630,N/A,2,associate,1,level_1
2983,2983,Customer Support,3,N/A,0,level_5
7305,7305,Data Science,5,junior,1,level_5
17453,17453,IT,0,junior,1,level_4
21364,21364,Customer Support,4,,0,level_5
14977,14977,Product Management,6,specialist,0,level_1
17308,17308,Data Science,6,associate,0,level_4
13208,13208,Operation Research,-1,,0,level_5
11998,11998,,1,specialist,1,level_4
20671,20671,IT,3,junior,0,level_5
25400,25400,Data Science,7,specialist,0,level_4
10817,10817,,3,,0,N/A
12961,12961,Human Resources,8,specialist,0,N/A
3796,3796,,4,N/A,1,level_3
7912,7912,Customer Support,4,,0,level_3
29909,29909,Product Management,-1,N/A,0,level_2
23504,23504,Product Management,1,associate,0,N/A
20923,20923,Customer Support,-1,associate,0,
13254,13254,Customer Support,2,specialist,0,N/A
27937,27937,Data Science,3,junior,0,
9384,9384,IT,6,specialist,0,
11052,11052,IT,7,,0,level_3
21488,21488,Data Science,4,senior,0,level_4
12480,12480,Operation Research,1,N/A,0,level_3
17876,17876,Product Management,8,N/A,0,N/A
20628,20628,,0,,0,N/A
4869,4869,,999,N/A,0,level_2
16051,16051,Human Resources,-1,N/A,1,N/A
22025,22025,Human Resources,8,associate,0,level_1
24576,24576,Human Resources,2,senior,0,level_5
24792,24792,N/A,5,associate,0,
13518,13518,Human Resources,2,N/A,0,level_3
25052,25052,Product Management,6,associate,1,level_2
19222,19222,,2,associate,0,level_5
9197,9197,IT,6,,0,level_5
1449,1449,Data Science,999,junior,0,level_4
28716,28716,Human Resources,9,senior,0,N/A
23281,23281,,2,senior,1,level_3
22505,22505,Customer Support,9,specialist,0,level_1
7714,7714,Customer Support,4,N/A,0,level_4
14658,14658,Operation Research,9,senior,0,level_1
18312,18312,Customer Support,7,N/A,0,
17431,17431,Product Management,9,,0,level_4
26064,26064,Operation Research,3,associate,0,level_4
1365,1365,Customer Support,4,,1,N/A
29251,29251,IT,7,specialist,0,level_2
1144,1144,IT,8,senior,0,
11391,11391,Product Management,3,senior,0,N/A
28286,28286,Product Management,0,N/A,0,level_2
519,519,N/A,0,specialist,0,level_4
23602,23602,Data Science,6,associate,0,level_5
11290,11290,Human Resources,1,associate,0,level_5
1395,1395,Product Management,5,,0,level_2
5263,5263,Data Science,1,,0,level_5
16824,16824,N/A,1,associate,0,level_4
23680,23680,Customer Support,2,N/A,0,level_3
8131,8131,,6,senior,0,level_2
11979,11979,Product Management,6,,1,
26067,26067,Customer Support,8,,0,level_4
15979,15979,Data Science,2,specialist,0,level_1
957,957,IT,9,,1,N/A
20949,20949,N/A,5,associate,0,level_3
24848,24848,Operation Research,0,associate,0,level_3
1257,1257,Product Management,6,senior,0,level_2
24404,24404,IT,999,junior,0,N/A
12082,12082,IT,8,,0,level_3
26729,26729,Operation Research,4,associate,0,level_3
4651,4651,Customer Support,-1,junior,0,level_2
7427,7427,Customer Support,3,specialist,0,level_1
6211,6211,,8,,0,level_5
17320,17320,Human Resources,7,senior,0,N/A
7722,7722,Data Science,5,N/A,0,level_1
3244,3244,,0,associate,0,level_4
642,642,Customer Support,1,,0,level_3
15323,15323,IT,1,specialist,1,level_5
2685,2685,,6,N/A,0,level_2
2478,2478,Product Management,4,N/A,0,level_2
9677,9677,Customer Support,6,specialist,1,N/A
11527,11527,Human Resources,6,,0,level_1
25883,25883,,0,specialist,1,
23551,23551,N/A,8,,1,level_3
18626,18626,Human Resources,4,N/A,0,level_1
8709,8709,Product Management,9,N/A,0,N/A
2611,2611,IT,4,junior,1,level_2
11307,11307,Human Resources,1,associate,0,level_1
29345,29345,,0,senior,1,level_2
23667,23667,N/A,3,N/A,0,level_3
29291,29291,Operation Research,3,senior,0,level_5
3697,3697,Human Resources,2,senior,0,level_3
18968,18968,,8,senior,0,level_2
10678,10678,Product Management,9,N/A,0,N/A
20773,20773,Customer Support,4,junior,0,level_2
22761,22761,Human Resources,-1,N/A,0,
25607,25607,Customer Support,2,senior,1,level_2
334,334,Data Science,-1,associate,0,level_5
1187,1187,N/A,3,,0,
9991,9991,Data Science,-1,senior,1,level_2
21240,21240,Human Resources,3,specialist,0,
9221,9221,Human Resources,1,N/A,0,level_5
